dateprd,well_bore_code,npd_well_bore_code,npd_well_bore_name,npd_field_code,npd_field_name,npd_facility_code,on_stream_hrs,avg_downhole_pressure,avg_downhole_temperature,avg_dp_tubing,avg_annulus_press,avg_choke_size_p,avg_whp_p,avg_wht_p,dp_choke_size,bore_oil_vol,bore_gas_vol,bore_wat_vol,bore_wi_vol,flow_kind,well_type
04/07/14,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,0.00,0.000,0.000,0.000,0.00,0.0000,0.000,0.000,0.00,0.00,0,0,0,production,WI
04/08/14,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,0.00,0.000,0.000,0.000,0.00,1.0031,0.000,0.000,0.00,0.00,0,0,0,production,OP
04/09/14,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,0.00,0.000,0.000,0.000,0.00,0.9790,0.000,0.000,0.00,0.00,0,0,0,production,OP
04/10/14,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,0.00,0.000,0.000,0.000,0.00,0.5458,0.000,0.000,0.00,0.00,0,0,0,production,OP
04/11/14,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,0.00,310.376,96.876,277.278,0.00,1.2160,33.098,10.480,33.07,0.00,0,0,0,production,OP
04/12/14,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,0.00,303.501,96.923,281.447,0.00,3.0870,22.053,8.704,22.05,0.00,0,0,0,production,OP
04/13/14,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,0.00,303.535,96.959,276.032,0.00,1.9624,27.503,9.423,16.16,0.00,0,0,0,production,OP
04/14/14,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,0.00,303.782,96.969,282.787,0.00,0.0000,20.996,8.131,20.74,0.00,0,0,0,production,OP
04/15/14,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,0.00,303.858,97.021,289.941,0.00,31.1419,13.918,8.498,12.18,0.00,0,0,0,production,OP
04/16/14,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,0.00,303.792,97.066,299.672,0.00,0.0000,4.120,8.821,1.49,0.00,0,0,0,production,OP
04/17/14,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,0.00,304.335,96.919,282.901,0.00,41.2360,21.434,8.854,18.80,0.00,0,0,0,production,OP
04/18/14,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,0.00,304.849,96.720,273.701,0.00,0.0000,31.148,9.640,28.50,0.00,0,0,0,production,OP
04/19/14,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,0.00,305.371,96.616,259.620,0.00,0.4369,45.752,9.639,43.16,0.00,0,0,0,production,OP
04/20/14,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,0.00,313.871,96.560,282.814,0.00,0.4543,31.056,9.620,28.48,0.00,0,0,0,production,OP
04/21/14,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,11.50,301.376,102.676,204.795,0.00,20.9898,96.580,19.197,69.78,0.00,0,0,0,production,OP
04/22/14,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,24.00,289.421,106.353,182.059,0.00,43.3435,107.362,37.939,78.94,631.00,90439,0,0,production,OP
04/23/14,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,24.00,270.240,107.644,171.053,24.00,47.1675,99.187,60.757,70.63,1166.00,165720,0,0,production,OP
04/24/14,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,24.00,262.843,107.869,168.242,24.00,47.7323,94.601,63.047,66.05,1550.00,221707,0,0,production,OP
04/25/14,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,24.00,255.527,107.971,165.539,24.00,48.5338,89.988,64.547,61.41,1249.00,178064,0,0,production,OP
04/26/14,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,24.00,247.199,108.052,162.422,24.00,49.8445,84.777,65.724,56.15,1346.00,192602,0,0,production,OP
04/27/14,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,24.00,240.736,108.054,159.899,24.00,50.2970,80.837,66.934,52.20,1350.00,194496,0,0,production,OP
04/28/14,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,24.00,235.021,108.042,157.683,24.00,50.7359,77.338,67.848,48.71,1346.00,192900,0,0,production,OP
04/29/14,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,24.00,232.744,107.988,156.795,24.00,50.1139,75.949,65.707,47.38,1279.00,184900,0,0,production,OP
04/30/14,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,24.00,233.298,107.893,157.179,24.00,48.9268,76.118,62.796,47.61,1226.00,177108,0,0,production,OP
05/01/14,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,24.00,231.089,107.877,156.399,24.00,48.9386,74.690,62.377,46.20,1213.00,174609,0,0,production,OP
05/02/14,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,24.00,231.419,107.817,156.690,24.00,48.3037,74.729,60.747,46.15,1074.00,154871,0,0,production,OP
05/03/14,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,24.00,230.766,107.795,156.606,24.00,48.1735,74.160,60.628,45.73,1044.00,147930,0,0,production,OP
05/04/14,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,24.00,230.596,107.764,156.688,24.00,47.4661,73.908,58.279,45.49,970.00,139378,0,0,production,OP
05/05/14,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,24.00,229.424,107.780,156.429,24.00,47.8400,72.994,54.905,44.55,946.00,136980,0,0,production,OP
05/06/14,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,24.00,225.902,107.860,154.951,24.00,49.0056,70.952,58.883,42.45,1003.00,144950,0,0,production,OP
05/07/14,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,24.00,225.768,107.838,155.059,24.00,47.9204,70.710,57.426,42.05,925.00,135000,0,0,production,OP
05/08/14,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,24.00,225.687,107.821,155.142,24.00,47.2970,70.545,57.656,41.16,914.00,127565,0,0,production,OP
05/09/14,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,13.83,227.798,107.599,156.852,13.83,29.1336,70.946,55.955,41.75,177.00,24323,0,0,production,OP
05/10/14,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,24.00,226.061,107.684,155.165,24.00,48.1344,70.896,57.374,41.91,944.00,52163,0,0,production,OP
05/11/14,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,24.00,225.097,107.836,155.162,24.00,47.4939,69.935,58.024,41.48,823.00,117732,0,0,production,OP
05/12/14,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,24.00,226.023,107.772,155.797,24.00,46.9336,70.226,56.885,41.81,769.00,111238,0,0,production,OP
05/13/14,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,24.00,226.905,107.717,156.577,24.00,46.3352,70.328,54.255,41.93,741.00,107144,0,0,production,OP
05/14/14,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,24.00,225.576,107.741,156.204,24.00,45.1621,69.372,54.995,40.98,713.00,102881,0,0,production,OP
05/15/14,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,24.00,225.893,107.709,156.826,24.00,46.3164,69.067,48.598,40.65,744.00,106745,0,0,production,OP
05/16/14,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,24.00,225.701,107.710,157.108,24.00,46.3461,68.593,48.378,40.14,736.00,104864,0,0,production,OP
05/17/14,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,24.00,223.603,107.778,156.346,24.00,47.0872,67.256,53.921,38.84,783.00,110078,0,0,production,OP
05/18/14,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,24.00,220.102,107.889,154.695,24.00,47.7698,65.407,53.832,36.99,835.00,117388,0,0,production,OP
05/19/14,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,24.00,220.490,107.860,155.176,24.00,47.1360,65.314,55.754,36.91,789.00,109517,0,0,production,OP
05/20/14,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,24.00,220.154,107.859,155.238,24.00,47.1425,64.916,55.628,36.51,783.00,109362,0,0,production,OP
05/21/14,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,24.00,220.066,107.851,155.375,24.00,46.5246,64.691,52.236,36.28,744.00,104993,0,0,production,OP
05/22/14,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,24.00,219.983,107.852,155.547,24.00,46.2890,64.436,53.661,36.02,735.00,107116,0,0,production,OP
05/23/14,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,24.00,219.863,107.867,155.572,24.00,46.2842,64.291,49.053,35.87,743.00,108079,93,0,production,OP
05/24/14,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,24.00,219.923,107.883,155.753,24.00,46.2422,64.170,54.691,35.75,747.00,108387,100,0,production,OP
05/25/14,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,24.00,219.977,107.903,155.904,24.00,46.2617,64.073,55.231,35.67,751.00,105810,101,0,production,OP
05/26/14,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,24.00,219.974,107.921,156.043,24.00,46.2651,63.930,55.103,35.53,727.00,106514,87,0,production,OP
05/27/14,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,24.00,219.980,107.936,156.243,24.00,46.2263,63.737,55.311,35.34,716.00,105800,91,0,production,OP
05/28/14,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,24.00,219.267,107.445,155.716,24.00,46.2150,63.551,55.508,35.16,695.00,102250,77,0,production,OP
05/29/14,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,24.00,220.007,107.962,156.549,24.00,46.2151,63.458,56.171,35.05,699.00,102824,77,0,production,OP
05/30/14,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,24.00,220.000,107.974,156.665,24.00,46.2316,63.335,55.852,34.92,704.00,103978,78,0,production,OP
05/31/14,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,24.00,219.994,107.985,156.783,24.00,46.2074,63.210,55.596,34.79,716.00,105761,79,0,production,OP
06/01/14,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,24.00,220.006,107.994,156.864,24.00,46.2648,63.142,55.963,34.73,724.00,107036,80,0,production,OP
06/02/14,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,22.00,221.328,107.825,157.538,22.00,41.7134,63.790,50.774,35.35,460.00,68263,46,0,production,OP
06/03/14,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,24.00,220.240,107.965,157.868,24.00,46.1932,62.373,53.047,33.95,715.00,104866,81,0,production,OP
06/04/14,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,24.00,221.268,107.961,159.451,24.00,46.1573,61.817,53.736,33.39,707.00,104234,80,0,production,OP
06/05/14,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,24.00,221.045,107.973,158.758,24.00,47.0416,62.286,54.245,33.84,677.00,99517,91,0,production,OP
06/06/14,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,24.00,220.750,107.987,157.674,24.00,47.2027,63.076,56.534,34.65,690.00,99850,92,0,production,OP
06/07/14,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,24.00,220.640,107.994,157.278,24.00,47.1941,63.362,56.615,34.93,694.00,100306,92,0,production,OP
06/08/14,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,24.00,220.504,108.003,157.185,24.00,47.1520,63.319,52.051,34.89,691.00,99959,91,0,production,OP
06/09/14,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,19.50,221.451,107.757,159.113,19.50,38.9789,62.337,53.559,34.67,238.00,34916,28,0,production,OP
06/10/14,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,24.00,220.852,107.991,158.075,24.00,46.5125,62.777,54.486,34.35,647.00,95262,85,0,production,OP
06/11/14,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,24.00,218.415,108.065,156.685,24.00,47.8152,61.730,54.295,33.31,746.00,108793,94,0,production,OP
06/12/14,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,24.00,215.497,108.139,155.559,24.00,48.7278,59.938,61.561,31.53,805.00,116555,102,0,production,OP
06/13/14,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,24.00,214.823,108.135,154.685,24.00,48.2639,60.138,62.327,31.74,819.00,120308,57,0,production,OP
06/14/14,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,24.00,215.833,108.105,155.598,24.00,48.0059,60.235,59.584,31.84,781.00,115374,54,0,production,OP
06/15/14,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,24.00,214.877,108.114,154.958,24.00,48.0403,59.920,60.774,31.54,786.00,116058,55,0,production,OP
06/16/14,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,24.00,215.381,108.088,155.333,24.00,47.7404,60.048,59.445,31.67,757.00,111153,52,0,production,OP
06/17/14,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,24.00,216.119,108.067,155.978,24.00,47.6240,60.140,58.607,31.76,727.00,107051,51,0,production,OP
06/18/14,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,24.00,215.984,108.066,156.197,24.00,47.6399,59.787,58.662,31.40,724.00,106457,51,0,production,OP
06/19/14,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,24.00,215.818,108.066,156.378,24.00,47.6072,59.440,57.550,31.05,715.00,105828,53,0,production,OP
06/20/14,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,24.00,215.579,108.073,156.488,24.00,47.5852,59.091,58.446,30.70,711.00,104861,51,0,production,OP
06/21/14,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,24.00,215.304,108.079,156.599,24.00,47.6112,58.705,58.703,30.31,708.00,104156,50,0,production,OP
06/22/14,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,24.00,214.949,108.085,156.713,24.00,47.6198,58.236,58.418,29.85,703.00,102418,52,0,production,OP
06/23/14,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,24.00,214.858,108.087,157.394,24.00,47.6597,57.464,57.883,28.78,696.00,102285,52,0,production,OP
06/24/14,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,24.00,214.897,108.080,157.989,24.00,47.6279,56.908,57.350,28.52,658.00,96652,95,0,production,OP
06/25/14,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,24.00,214.822,108.084,157.947,24.00,46.5676,56.875,58.007,28.48,576.00,85082,79,0,production,OP
06/26/14,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,16.58,219.559,107.447,158.581,16.58,44.0000,60.978,49.152,35.12,370.00,55420,51,0,production,OP
06/27/14,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,23.83,217.252,107.635,162.789,23.83,44.3751,54.462,50.511,26.03,418.00,63214,59,0,production,OP
06/28/14,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,24.00,215.093,108.078,160.766,24.00,47.0534,54.327,55.688,25.90,589.00,88193,92,0,production,OP
06/29/14,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,24.00,215.259,108.099,160.197,24.00,46.8317,55.062,55.970,26.65,572.00,85616,82,0,production,OP
06/30/14,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,24.00,215.351,108.108,160.212,24.00,45.8278,55.139,56.006,26.73,513.00,76979,71,0,production,OP
07/01/14,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,24.00,215.385,108.114,160.417,24.00,46.7870,54.967,56.254,26.56,563.00,84308,79,0,production,OP
07/02/14,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,24.00,215.407,108.119,160.599,24.00,46.7997,54.808,51.652,26.39,564.00,84365,79,0,production,OP
07/03/14,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,24.00,215.332,108.124,160.782,24.00,46.8037,54.551,50.821,26.13,565.00,84351,79,0,production,OP
07/04/14,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,24.00,215.211,108.129,161.101,24.00,46.8470,54.111,51.418,25.68,564.00,84183,80,0,production,OP
07/05/14,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,24.00,215.119,108.132,161.484,24.00,46.8560,53.635,54.232,25.20,563.00,83870,80,0,production,OP
07/06/14,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,24.00,215.067,108.134,161.973,24.00,46.8647,53.094,56.636,24.66,563.00,83854,80,0,production,OP
07/07/14,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,24.00,215.070,108.136,162.407,24.00,46.8246,52.663,54.966,24.23,522.00,77847,154,0,production,WI
07/08/14,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,24.00,215.047,108.139,163.023,24.00,46.8037,52.024,57.485,23.59,523.00,77885,247,0,production,OP
07/09/14,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,24.00,215.136,108.140,163.889,24.00,46.8071,51.247,56.123,22.80,522.00,77859,247,0,production,OP
07/10/14,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,24.00,215.165,108.143,164.233,24.00,46.7916,50.932,57.489,22.48,490.00,73241,213,0,production,OP
07/11/14,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,24.00,215.188,108.144,164.696,24.00,46.7877,50.492,56.119,22.04,492.00,72895,253,0,production,OP
07/12/14,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,24.00,215.464,108.142,165.927,24.00,46.8594,49.536,56.633,21.08,488.00,72637,204,0,production,OP
07/13/14,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,24.00,215.759,108.134,166.743,24.00,46.8005,49.016,57.204,20.54,482.00,71515,200,0,production,OP
07/14/14,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,24.00,215.977,108.121,167.412,24.00,47.0027,48.565,56.775,20.10,492.00,73096,215,0,production,OP
07/15/14,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,24.00,215.051,108.145,166.189,24.00,47.8854,48.862,56.395,20.38,476.00,70443,247,0,production,OP
07/16/14,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,24.00,214.827,108.150,166.342,24.00,47.7606,48.486,56.418,20.02,466.00,69327,244,0,production,OP
07/17/14,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,24.00,214.761,108.151,166.585,24.00,47.7135,48.176,55.027,19.71,464.00,68817,242,0,production,OP
07/18/14,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,24.00,214.923,108.148,167.474,24.00,47.6952,47.449,58.937,19.01,459.00,68361,241,0,production,OP
07/19/14,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,24.00,215.035,108.147,167.639,24.00,47.6862,47.396,58.307,18.92,458.00,68466,241,0,production,OP
07/20/14,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,22.42,216.045,108.021,168.827,22.42,43.9340,47.218,55.548,18.54,291.00,44919,139,0,production,OP
07/21/14,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,24.00,215.112,108.142,170.300,24.00,47.9766,44.812,56.696,16.29,487.00,72966,256,0,production,OP
07/22/14,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,24.00,215.062,108.176,168.716,24.00,47.7009,46.346,58.756,17.87,469.00,69274,242,0,production,OP
07/23/14,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,24.00,215.205,108.182,169.048,24.00,47.7183,46.157,58.985,17.68,465.00,69891,240,0,production,OP
07/24/14,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,24.00,215.378,108.182,169.281,24.00,47.6334,46.097,59.719,17.61,467.00,69743,232,0,production,OP
07/25/14,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,24.00,215.526,108.183,169.771,24.00,47.6560,45.756,59.467,17.27,464.00,69237,233,0,production,OP
07/26/14,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,24.00,215.614,108.183,170.112,24.00,47.6096,45.501,60.039,17.05,459.00,68831,252,0,production,OP
07/27/14,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,24.00,215.844,108.183,170.957,24.00,47.5910,44.887,58.891,16.44,461.00,68638,260,0,production,OP
07/28/14,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,24.00,216.087,108.183,171.445,24.00,47.6025,44.642,59.252,16.20,458.00,68331,245,0,production,OP
07/29/14,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,24.00,215.966,108.191,171.367,24.00,48.1316,44.598,56.664,16.15,482.00,71885,259,0,production,OP
07/30/14,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,24.00,214.626,108.233,169.636,24.00,48.7168,44.990,57.165,16.52,489.00,72278,243,0,production,OP
07/31/14,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,24.00,215.092,108.220,171.845,24.00,48.7179,43.247,58.959,14.73,376.00,56055,218,0,production,OP
08/01/14,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,24.00,215.027,108.221,171.356,24.00,48.7213,43.671,59.044,15.15,378.00,56399,218,0,production,OP
08/02/14,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,24.00,215.155,108.217,172.016,24.00,48.7045,43.139,58.063,14.61,379.00,56290,218,0,production,OP
08/03/14,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,24.00,215.130,108.217,171.879,24.00,48.6986,43.251,57.608,14.74,377.00,56569,213,0,production,OP
08/04/14,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,24.00,212.895,108.262,168.859,24.00,49.5381,44.036,56.583,15.52,418.00,61912,228,0,production,OP
08/05/14,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,24.00,210.167,108.325,166.758,24.00,49.6328,43.409,63.583,14.91,508.00,75078,262,0,production,OP
08/06/14,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,24.00,209.823,108.321,167.206,24.00,49.5943,42.617,62.685,14.11,470.00,69713,253,0,production,OP
08/07/14,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,24.00,210.094,108.307,169.043,24.00,50.1949,41.051,60.702,12.54,521.00,77391,294,0,production,OP
08/08/14,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,24.00,210.184,108.297,169.819,24.00,50.2109,40.365,62.560,11.84,518.00,76995,297,0,production,OP
08/09/14,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,24.00,210.545,108.283,170.397,24.00,49.9463,40.148,58.140,11.61,493.00,73657,290,0,production,OP
08/10/14,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,24.00,210.631,108.281,170.858,24.00,50.2392,39.773,56.231,11.22,509.00,76002,303,0,production,OP
08/11/14,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,24.00,213.448,108.171,176.098,24.00,49.4371,37.350,50.724,8.75,352.00,52975,241,0,production,OP
08/12/14,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,24.00,215.506,108.138,178.412,24.00,48.8282,37.094,44.267,8.48,287.00,44830,240,0,production,OP
08/13/14,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,24.00,215.895,108.159,178.003,24.00,48.5782,37.892,50.890,9.29,279.00,44300,235,0,production,OP
08/14/14,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,24.00,215.855,108.189,177.023,24.00,48.4982,38.832,56.831,10.25,297.00,47071,249,0,production,OP
08/15/14,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,24.00,215.777,108.204,176.233,24.00,48.4718,39.543,57.329,10.98,297.00,46462,248,0,production,OP
08/16/14,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,24.00,216.002,108.202,176.635,24.00,48.4793,39.366,52.846,10.80,296.00,44219,247,0,production,OP
08/17/14,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,24.00,216.016,108.211,176.177,24.00,48.4729,39.839,53.758,11.26,296.00,44243,247,0,production,OP
08/18/14,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,24.00,216.082,108.215,176.080,24.00,48.4469,40.001,57.064,11.43,293.00,44083,247,0,production,OP
08/19/14,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,0.99,217.065,108.215,176.476,0.99,15.6140,40.589,56.849,12.72,0.00,0,0,0,production,OP
08/20/14,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,0.00,242.944,103.647,242.378,0.00,0.5151,0.566,15.363,0.57,0.00,0,0,0,production,OP
08/21/14,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,0.00,234.107,104.129,233.521,0.00,0.5360,0.586,19.296,0.59,0.00,0,0,0,production,OP
08/22/14,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,0.00,234.107,104.129,233.521,0.00,0.5360,0.586,19.296,0.59,0.00,0,0,0,production,OP
08/23/14,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,0.00,234.107,104.129,233.521,0.00,0.5360,0.586,19.296,0.59,0.00,0,0,0,production,OP
08/24/14,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,0.00,234.107,104.129,233.521,0.00,0.5360,0.586,19.296,0.59,0.00,0,0,0,production,OP
08/25/14,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,0.00,266.286,101.806,205.786,0.00,0.5052,60.499,21.192,60.50,0.00,0,0,0,production,OP
