dateprd,well_bore_code,npd_well_bore_code,npd_well_bore_name,npd_field_code,npd_field_name,npd_facility_code,on_stream_hrs,avg_downhole_pressure,avg_downhole_temperature,avg_dp_tubing,avg_annulus_press,avg_choke_size_p,avg_whp_p,avg_wht_p,dp_choke_size,bore_oil_vol,bore_gas_vol,bore_wat_vol,bore_wi_vol,flow_kind,well_type
12/13/11,NO 15/9-F-12 H,5599,15/9-F-12,3420717,VOLVE,369304,4.31,0.000,0.000,46.144,14.97,10.0824,46.144,87.555,14.03,0.00,0,0,0,production,OP
12/15/11,NO 15/9-F-12 H,5599,15/9-F-12,3420717,VOLVE,369304,24.00,0.000,0.000,38.431,10.29,68.1694,38.431,88.394,6.93,1096.00,161823,3868,0,production,OP
12/16/11,NO 15/9-F-12 H,5599,15/9-F-12,3420717,VOLVE,369304,24.00,0.000,0.000,41.504,15.31,58.5539,41.504,90.677,9.92,1057.00,155569,3588,0,production,OP
12/17/11,NO 15/9-F-12 H,5599,15/9-F-12,3420717,VOLVE,369304,21.14,0.000,0.000,40.915,16.12,54.9128,40.915,90.356,9.34,972.00,135225,3060,0,production,OP
12/18/11,NO 15/9-F-12 H,5599,15/9-F-12,3420717,VOLVE,369304,16.73,0.000,0.000,40.769,11.40,42.6798,40.769,84.800,9.58,607.00,91751,2313,0,production,OP
12/19/11,NO 15/9-F-12 H,5599,15/9-F-12,3420717,VOLVE,369304,24.00,0.000,0.000,39.736,16.53,65.8692,39.736,90.778,8.12,1119.00,165114,3894,0,production,OP
12/20/11,NO 15/9-F-12 H,5599,15/9-F-12,3420717,VOLVE,369304,24.00,0.000,0.000,40.037,16.86,64.6543,40.037,90.748,8.39,1101.00,162989,3864,0,production,OP
12/21/11,NO 15/9-F-12 H,5599,15/9-F-12,3420717,VOLVE,369304,24.00,0.000,0.000,40.247,16.93,62.8002,40.247,90.553,8.66,1076.00,159688,3839,0,production,OP
12/22/11,NO 15/9-F-12 H,5599,15/9-F-12,3420717,VOLVE,369304,24.00,0.000,0.000,40.234,16.92,64.1397,40.234,90.140,8.63,1077.00,159664,3876,0,production,OP
12/23/11,NO 15/9-F-12 H,5599,15/9-F-12,3420717,VOLVE,369304,24.00,0.000,0.000,40.148,16.72,64.1709,40.148,90.091,8.54,1070.00,158528,3875,0,production,OP
12/24/11,NO 15/9-F-12 H,5599,15/9-F-12,3420717,VOLVE,369304,17.98,0.000,0.000,40.437,16.54,48.5002,40.437,89.647,8.87,780.00,107141,2623,0,production,OP
12/26/11,NO 15/9-F-12 H,5599,15/9-F-12,3420717,VOLVE,369304,0.00,0.000,0.000,79.995,0.00,0.3271,79.995,11.400,62.30,0.00,7,10,0,production,OP
12/27/11,NO 15/9-F-12 H,5599,15/9-F-12,3420717,VOLVE,369304,17.00,0.000,0.000,38.688,6.15,49.9564,38.688,77.622,8.32,560.00,84900,2360,0,production,OP
12/28/11,NO 15/9-F-12 H,5599,15/9-F-12,3420717,VOLVE,369304,10.48,0.000,0.000,38.002,13.48,35.8533,38.002,88.657,6.81,484.00,61280,1499,0,production,OP
12/29/11,NO 15/9-F-12 H,5599,15/9-F-12,3420717,VOLVE,369304,0.00,0.000,0.000,81.380,0.04,5.2833,81.380,13.318,55.57,0.00,0,0,0,production,OP
12/30/11,NO 15/9-F-12 H,5599,15/9-F-12,3420717,VOLVE,369304,24.00,0.000,0.000,38.020,10.93,68.9941,38.020,89.223,6.78,1047.00,158379,3952,0,production,OP
12/31/11,NO 15/9-F-12 H,5599,15/9-F-12,3420717,VOLVE,369304,24.00,0.000,0.000,38.996,15.31,70.0169,38.996,89.617,7.69,1084.00,161628,4001,0,production,OP
01/01/12,NO 15/9-F-12 H,5599,15/9-F-12,3420717,VOLVE,369304,24.00,0.000,0.000,39.231,15.85,69.3129,39.231,88.631,7.91,1073.00,159519,3998,0,production,OP
01/02/12,NO 15/9-F-12 H,5599,15/9-F-12,3420717,VOLVE,369304,23.39,0.000,0.000,40.009,15.98,65.7129,40.009,88.496,8.73,1019.00,150530,3758,0,production,OP
01/14/12,NO 15/9-F-12 H,5599,15/9-F-12,3420717,VOLVE,369304,2.75,0.000,0.000,60.500,0.02,5.3351,60.500,46.065,29.47,76.00,11351,261,0,production,OP
01/15/12,NO 15/9-F-12 H,5599,15/9-F-12,3420717,VOLVE,369304,24.00,0.000,0.000,37.464,5.98,71.0393,37.464,86.983,6.00,1183.00,172799,3854,0,production,OP
01/16/12,NO 15/9-F-12 H,5599,15/9-F-12,3420717,VOLVE,369304,24.00,0.000,0.000,39.592,11.51,67.1565,39.592,88.489,8.02,1176.00,172763,3833,0,production,OP
01/17/12,NO 15/9-F-12 H,5599,15/9-F-12,3420717,VOLVE,369304,24.00,0.000,0.000,41.184,13.11,61.3056,41.184,88.965,9.58,1104.00,162728,3744,0,production,OP
01/18/12,NO 15/9-F-12 H,5599,15/9-F-12,3420717,VOLVE,369304,24.00,0.000,0.000,40.951,13.92,62.3962,40.951,88.949,9.33,1128.00,166047,4047,0,production,OP
01/19/12,NO 15/9-F-12 H,5599,15/9-F-12,3420717,VOLVE,369304,24.00,0.000,0.000,40.702,14.57,62.8485,40.702,89.510,9.06,1145.00,168235,3942,0,production,OP
01/20/12,NO 15/9-F-12 H,5599,15/9-F-12,3420717,VOLVE,369304,24.00,0.000,0.000,40.555,15.02,62.8947,40.555,90.194,8.91,1134.00,167612,3743,0,production,OP
01/21/12,NO 15/9-F-12 H,5599,15/9-F-12,3420717,VOLVE,369304,13.18,0.000,0.000,41.541,14.90,34.1681,41.541,89.364,9.98,492.00,69209,1679,0,production,OP
01/22/12,NO 15/9-F-12 H,5599,15/9-F-12,3420717,VOLVE,369304,18.00,0.000,0.000,39.582,11.38,45.1864,39.582,89.622,7.10,503.00,76291,1988,0,production,OP
01/23/12,NO 15/9-F-12 H,5599,15/9-F-12,3420717,VOLVE,369304,24.00,0.000,0.000,39.644,14.83,66.8104,39.644,90.629,7.10,1100.00,163430,3868,0,production,OP
01/24/12,NO 15/9-F-12 H,5599,15/9-F-12,3420717,VOLVE,369304,24.00,0.000,0.000,39.929,15.30,67.2190,39.929,90.384,7.38,1096.00,164200,3869,0,production,OP
01/25/12,NO 15/9-F-12 H,5599,15/9-F-12,3420717,VOLVE,369304,16.34,0.000,0.000,40.932,15.01,45.7129,40.932,88.269,8.48,684.00,94776,2247,0,production,OP
01/27/12,NO 15/9-F-12 H,5599,15/9-F-12,3420717,VOLVE,369304,14.00,0.000,0.000,49.211,3.70,39.6095,49.211,49.882,4.41,432.00,65275,1819,0,production,OP
01/28/12,NO 15/9-F-12 H,5599,15/9-F-12,3420717,VOLVE,369304,24.00,0.000,0.000,37.544,13.74,80.5920,37.544,88.932,6.84,1088.00,160977,3989,0,production,OP
01/29/12,NO 15/9-F-12 H,5599,15/9-F-12,3420717,VOLVE,369304,24.00,0.000,0.000,35.696,15.46,99.8007,35.696,88.982,6.10,1248.00,201295,5017,0,production,OP
01/30/12,NO 15/9-F-12 H,5599,15/9-F-12,3420717,VOLVE,369304,24.00,0.000,0.000,35.909,15.75,99.9477,35.909,88.558,6.30,1161.00,187188,4548,0,production,OP
01/31/12,NO 15/9-F-12 H,5599,15/9-F-12,3420717,VOLVE,369304,24.00,0.000,0.000,36.082,15.57,100.0000,36.082,88.884,6.19,1377.00,208348,3653,0,production,OP
02/01/12,NO 15/9-F-12 H,5599,15/9-F-12,3420717,VOLVE,369304,24.00,0.000,0.000,35.531,15.66,100.0000,35.531,90.420,6.11,1192.00,180246,3864,0,production,OP
02/02/12,NO 15/9-F-12 H,5599,15/9-F-12,3420717,VOLVE,369304,24.00,0.000,0.000,35.138,15.62,100.0000,35.138,90.785,6.11,1028.00,161983,4370,0,production,OP
02/03/12,NO 15/9-F-12 H,5599,15/9-F-12,3420717,VOLVE,369304,24.00,0.000,0.000,35.163,15.29,100.0000,35.163,90.346,6.14,1014.00,160778,4399,0,production,OP
02/04/12,NO 15/9-F-12 H,5599,15/9-F-12,3420717,VOLVE,369304,24.00,0.000,0.000,35.484,14.85,100.0000,35.484,88.899,6.30,992.00,157726,4439,0,production,OP
02/05/12,NO 15/9-F-12 H,5599,15/9-F-12,3420717,VOLVE,369304,24.00,0.000,0.000,35.814,14.73,100.0000,35.814,90.200,5.69,971.00,154295,4469,0,production,OP
02/06/12,NO 15/9-F-12 H,5599,15/9-F-12,3420717,VOLVE,369304,24.00,0.000,0.000,36.134,14.48,100.0000,36.134,91.319,5.16,972.00,152821,4470,0,production,OP
02/07/12,NO 15/9-F-12 H,5599,15/9-F-12,3420717,VOLVE,369304,24.00,0.000,0.000,36.512,14.07,100.0000,36.512,90.067,5.56,1028.00,161812,4465,0,production,OP
02/08/12,NO 15/9-F-12 H,5599,15/9-F-12,3420717,VOLVE,369304,24.00,0.000,0.000,35.953,13.71,100.0000,35.953,89.274,6.05,1028.00,162217,4521,0,production,OP
02/09/12,NO 15/9-F-12 H,5599,15/9-F-12,3420717,VOLVE,369304,16.76,0.000,0.000,35.749,13.47,73.7081,35.749,89.303,6.75,683.00,107594,3495,0,production,OP
02/10/12,NO 15/9-F-12 H,5599,15/9-F-12,3420717,VOLVE,369304,24.00,0.000,0.000,39.398,11.76,100.0000,39.398,88.255,10.41,798.00,129668,6392,0,production,OP
02/11/12,NO 15/9-F-12 H,5599,15/9-F-12,3420717,VOLVE,369304,24.00,0.000,0.000,34.856,13.38,99.8015,34.856,89.742,5.74,950.00,122562,6109,0,production,OP
02/12/12,NO 15/9-F-12 H,5599,15/9-F-12,3420717,VOLVE,369304,24.00,0.000,0.000,34.530,13.41,99.8411,34.530,91.567,5.52,958.00,150413,4658,0,production,OP
02/13/12,NO 15/9-F-12 H,5599,15/9-F-12,3420717,VOLVE,369304,24.00,0.000,0.000,34.692,12.99,99.9868,34.692,91.222,5.66,972.00,153410,4500,0,production,OP
02/14/12,NO 15/9-F-12 H,5599,15/9-F-12,3420717,VOLVE,369304,24.00,0.000,0.000,34.699,12.65,100.0000,34.699,91.309,5.67,949.00,150169,4616,0,production,OP
02/15/12,NO 15/9-F-12 H,5599,15/9-F-12,3420717,VOLVE,369304,24.00,0.000,0.000,34.757,12.27,100.0000,34.757,91.130,5.72,944.00,149617,4631,0,production,OP
02/16/12,NO 15/9-F-12 H,5599,15/9-F-12,3420717,VOLVE,369304,24.00,0.000,0.000,34.708,12.01,100.0000,34.708,91.414,5.67,944.00,149118,4642,0,production,OP
02/17/12,NO 15/9-F-12 H,5599,15/9-F-12,3420717,VOLVE,369304,24.00,0.000,0.000,34.846,11.67,100.0000,34.846,90.726,5.75,937.00,148382,4658,0,production,OP
02/18/12,NO 15/9-F-12 H,5599,15/9-F-12,3420717,VOLVE,369304,24.00,0.000,0.000,34.878,11.32,100.0000,34.878,90.145,5.81,929.00,146854,4658,0,production,OP
02/19/12,NO 15/9-F-12 H,5599,15/9-F-12,3420717,VOLVE,369304,24.00,0.000,0.000,34.783,11.00,100.0000,34.783,90.819,5.73,919.00,146592,4657,0,production,OP
02/20/12,NO 15/9-F-12 H,5599,15/9-F-12,3420717,VOLVE,369304,24.00,0.000,0.000,34.965,10.69,100.0000,34.965,89.270,5.92,926.00,146711,4586,0,production,OP
02/21/12,NO 15/9-F-12 H,5599,15/9-F-12,3420717,VOLVE,369304,24.00,0.000,0.000,34.786,10.57,100.0000,34.786,90.797,5.72,921.00,145886,4590,0,production,OP
02/22/12,NO 15/9-F-12 H,5599,15/9-F-12,3420717,VOLVE,369304,24.00,0.000,0.000,34.957,10.26,100.0000,34.957,89.575,5.82,924.00,145630,4592,0,production,OP
02/23/12,NO 15/9-F-12 H,5599,15/9-F-12,3420717,VOLVE,369304,24.00,0.000,0.000,34.817,10.14,100.0000,34.817,90.828,5.68,919.00,144826,4597,0,production,OP
02/24/12,NO 15/9-F-12 H,5599,15/9-F-12,3420717,VOLVE,369304,24.00,0.000,0.000,34.672,9.94,100.0000,34.672,91.269,5.54,916.00,144299,4594,0,production,OP
02/25/12,NO 15/9-F-12 H,5599,15/9-F-12,3420717,VOLVE,369304,24.00,0.000,0.000,34.604,10.59,100.0000,34.604,91.519,5.47,914.00,143974,4607,0,production,OP
02/26/12,NO 15/9-F-12 H,5599,15/9-F-12,3420717,VOLVE,369304,24.00,0.000,0.000,34.821,12.48,100.0000,34.821,90.954,5.71,912.00,143583,4537,0,production,OP
02/27/12,NO 15/9-F-12 H,5599,15/9-F-12,3420717,VOLVE,369304,24.00,0.000,0.000,34.868,12.08,100.0000,34.868,90.096,5.74,909.00,143314,4614,0,production,OP
02/28/12,NO 15/9-F-12 H,5599,15/9-F-12,3420717,VOLVE,369304,24.00,0.000,0.000,34.686,11.89,100.0000,34.686,91.233,5.56,907.00,142891,4611,0,production,OP
02/29/12,NO 15/9-F-12 H,5599,15/9-F-12,3420717,VOLVE,369304,24.00,0.000,0.000,34.623,11.75,100.0000,34.623,91.624,5.51,904.00,142552,4615,0,production,OP
03/01/12,NO 15/9-F-12 H,5599,15/9-F-12,3420717,VOLVE,369304,24.00,0.000,0.000,35.018,11.44,100.0000,35.018,91.149,5.41,897.00,141549,4598,0,production,OP
03/02/12,NO 15/9-F-12 H,5599,15/9-F-12,3420717,VOLVE,369304,24.00,0.000,0.000,34.777,11.32,100.0000,34.777,91.379,5.59,896.00,142101,4613,0,production,OP
03/03/12,NO 15/9-F-12 H,5599,15/9-F-12,3420717,VOLVE,369304,24.00,0.000,0.000,34.966,10.93,100.0000,34.966,89.137,5.88,892.00,142458,4615,0,production,OP
03/04/12,NO 15/9-F-12 H,5599,15/9-F-12,3420717,VOLVE,369304,24.00,0.000,0.000,34.890,10.89,100.0000,34.890,90.564,5.79,887.00,141508,4617,0,production,OP
03/05/12,NO 15/9-F-12 H,5599,15/9-F-12,3420717,VOLVE,369304,24.00,0.000,0.000,34.652,10.81,100.0000,34.652,91.216,5.54,882.00,140565,4617,0,production,OP
03/06/12,NO 15/9-F-12 H,5599,15/9-F-12,3420717,VOLVE,369304,24.00,0.000,0.000,34.889,10.66,100.0000,34.889,90.588,5.79,877.00,140225,4618,0,production,OP
03/07/12,NO 15/9-F-12 H,5599,15/9-F-12,3420717,VOLVE,369304,24.00,0.000,0.000,34.784,10.47,100.0000,34.784,90.133,5.66,877.00,139829,4634,0,production,OP
03/08/12,NO 15/9-F-12 H,5599,15/9-F-12,3420717,VOLVE,369304,24.00,0.000,0.000,34.779,10.40,100.0000,34.779,90.215,5.66,873.00,139268,4644,0,production,OP
03/09/12,NO 15/9-F-12 H,5599,15/9-F-12,3420717,VOLVE,369304,24.00,0.000,0.000,34.885,10.26,99.9876,34.885,88.912,5.77,872.00,138986,4640,0,production,OP
03/10/12,NO 15/9-F-12 H,5599,15/9-F-12,3420717,VOLVE,369304,24.00,0.000,0.000,34.455,10.27,99.8700,34.455,90.950,5.45,871.00,138850,4645,0,production,OP
03/11/12,NO 15/9-F-12 H,5599,15/9-F-12,3420717,VOLVE,369304,24.00,0.000,0.000,34.477,10.30,100.0000,34.477,91.683,5.38,866.00,138591,4654,0,production,OP
03/12/12,NO 15/9-F-12 H,5599,15/9-F-12,3420717,VOLVE,369304,24.00,0.000,0.000,34.469,10.29,100.0000,34.469,91.675,5.37,866.00,138254,4657,0,production,OP
03/13/12,NO 15/9-F-12 H,5599,15/9-F-12,3420717,VOLVE,369304,22.00,0.000,0.000,34.412,10.23,83.3878,34.412,91.757,5.72,736.00,123081,4168,0,production,OP
03/14/12,NO 15/9-F-12 H,5599,15/9-F-12,3420717,VOLVE,369304,24.00,0.000,0.000,34.304,10.23,99.7779,34.304,90.879,5.49,855.00,133617,4688,0,production,OP
03/15/12,NO 15/9-F-12 H,5599,15/9-F-12,3420717,VOLVE,369304,23.42,0.000,0.000,36.620,9.63,90.4507,36.620,87.853,7.73,760.00,123047,4329,0,production,OP
03/16/12,NO 15/9-F-12 H,5599,15/9-F-12,3420717,VOLVE,369304,24.00,0.000,0.000,34.422,10.14,99.8529,34.422,90.385,5.58,842.00,133613,4578,0,production,OP
03/17/12,NO 15/9-F-12 H,5599,15/9-F-12,3420717,VOLVE,369304,24.00,0.000,0.000,34.410,10.25,99.9631,34.410,91.199,5.54,850.00,135204,4609,0,production,OP
03/18/12,NO 15/9-F-12 H,5599,15/9-F-12,3420717,VOLVE,369304,24.00,0.000,0.000,34.379,10.19,97.9146,34.379,91.570,5.51,850.00,135723,4610,0,production,OP
03/19/12,NO 15/9-F-12 H,5599,15/9-F-12,3420717,VOLVE,369304,24.00,0.000,0.000,34.640,10.07,100.0000,34.640,90.162,5.78,855.00,136901,4628,0,production,OP
03/20/12,NO 15/9-F-12 H,5599,15/9-F-12,3420717,VOLVE,369304,24.00,0.000,0.000,34.638,14.30,100.0000,34.638,90.563,5.78,856.00,136492,4525,0,production,OP
03/21/12,NO 15/9-F-12 H,5599,15/9-F-12,3420717,VOLVE,369304,24.00,0.000,0.000,34.596,14.94,100.0000,34.596,90.949,5.75,855.00,136145,4533,0,production,OP
03/22/12,NO 15/9-F-12 H,5599,15/9-F-12,3420717,VOLVE,369304,24.00,0.000,0.000,34.460,14.98,100.0000,34.460,91.823,5.61,855.00,136205,4544,0,production,OP
03/23/12,NO 15/9-F-12 H,5599,15/9-F-12,3420717,VOLVE,369304,24.00,0.000,0.000,34.804,14.86,99.8434,34.804,91.939,5.40,806.00,130225,4466,0,production,OP
03/24/12,NO 15/9-F-12 H,5599,15/9-F-12,3420717,VOLVE,369304,24.00,0.000,0.000,36.052,14.71,90.3060,36.052,91.964,5.36,968.00,159209,4853,0,production,OP
03/25/12,NO 15/9-F-12 H,5599,15/9-F-12,3420717,VOLVE,369304,23.00,0.000,0.000,36.492,14.56,87.2933,36.492,91.626,5.63,807.00,132681,4377,0,production,OP
03/26/12,NO 15/9-F-12 H,5599,15/9-F-12,3420717,VOLVE,369304,24.00,0.000,0.000,36.457,14.50,89.1694,36.457,91.980,5.43,855.00,140737,4743,0,production,OP
03/27/12,NO 15/9-F-12 H,5599,15/9-F-12,3420717,VOLVE,369304,24.00,0.000,0.000,35.862,14.45,92.2850,35.862,92.153,5.47,938.00,150586,4568,0,production,OP
03/28/12,NO 15/9-F-12 H,5599,15/9-F-12,3420717,VOLVE,369304,24.00,0.000,0.000,34.514,14.27,100.0000,34.514,91.924,5.64,880.00,140547,4662,0,production,OP
03/29/12,NO 15/9-F-12 H,5599,15/9-F-12,3420717,VOLVE,369304,24.00,0.000,0.000,34.493,14.00,99.9444,34.493,91.704,5.61,871.00,139701,4600,0,production,OP
03/30/12,NO 15/9-F-12 H,5599,15/9-F-12,3420717,VOLVE,369304,24.00,0.000,0.000,34.466,13.80,100.0000,34.466,91.632,5.59,845.00,135635,4577,0,production,OP
03/31/12,NO 15/9-F-12 H,5599,15/9-F-12,3420717,VOLVE,369304,24.00,0.000,0.000,34.499,13.59,100.0000,34.499,91.307,5.63,839.00,134650,4575,0,production,OP
04/01/12,NO 15/9-F-12 H,5599,15/9-F-12,3420717,VOLVE,369304,24.00,0.000,0.000,34.457,13.44,100.0000,34.457,91.415,5.58,834.00,133948,4571,0,production,OP
04/02/12,NO 15/9-F-12 H,5599,15/9-F-12,3420717,VOLVE,369304,24.00,0.000,0.000,34.427,13.33,100.0000,34.427,91.377,5.54,829.00,132829,4547,0,production,OP
04/03/12,NO 15/9-F-12 H,5599,15/9-F-12,3420717,VOLVE,369304,24.00,0.000,0.000,34.550,13.20,100.0000,34.550,91.081,5.68,837.00,133346,4569,0,production,OP
04/04/12,NO 15/9-F-12 H,5599,15/9-F-12,3420717,VOLVE,369304,24.00,0.000,0.000,34.595,13.13,100.0000,34.595,91.519,5.45,834.00,131821,4606,0,production,OP
04/05/12,NO 15/9-F-12 H,5599,15/9-F-12,3420717,VOLVE,369304,24.00,0.000,0.000,34.545,12.97,100.0000,34.545,90.784,5.68,833.00,132026,4651,0,production,OP
04/06/12,NO 15/9-F-12 H,5599,15/9-F-12,3420717,VOLVE,369304,24.00,0.000,0.000,34.360,12.94,100.0000,34.360,91.588,5.49,830.00,131557,4654,0,production,OP
04/07/12,NO 15/9-F-12 H,5599,15/9-F-12,3420717,VOLVE,369304,24.00,0.000,0.000,34.370,12.89,100.0000,34.370,91.564,5.49,827.00,130884,4663,0,production,OP
04/08/12,NO 15/9-F-12 H,5599,15/9-F-12,3420717,VOLVE,369304,24.00,0.000,0.000,34.710,12.74,100.0000,34.710,90.516,5.84,820.00,130404,4676,0,production,OP
04/09/12,NO 15/9-F-12 H,5599,15/9-F-12,3420717,VOLVE,369304,24.00,0.000,0.000,34.619,12.68,100.0000,34.619,91.017,5.73,818.00,129822,4676,0,production,OP
04/10/12,NO 15/9-F-12 H,5599,15/9-F-12,3420717,VOLVE,369304,24.00,0.000,0.000,34.527,12.64,100.0000,34.527,91.344,5.63,831.00,132070,4660,0,production,OP
04/11/12,NO 15/9-F-12 H,5599,15/9-F-12,3420717,VOLVE,369304,24.00,0.000,0.000,34.278,12.62,100.0000,34.278,91.863,5.38,831.00,131906,4681,0,production,OP
04/12/12,NO 15/9-F-12 H,5599,15/9-F-12,3420717,VOLVE,369304,24.00,0.000,0.000,34.301,12.49,100.0000,34.301,91.756,5.41,826.00,131310,4678,0,production,OP
04/13/12,NO 15/9-F-12 H,5599,15/9-F-12,3420717,VOLVE,369304,24.00,0.000,0.000,34.430,12.43,100.0000,34.430,91.500,5.56,836.00,132948,4652,0,production,OP
04/14/12,NO 15/9-F-12 H,5599,15/9-F-12,3420717,VOLVE,369304,24.00,0.000,0.000,34.312,12.35,100.0000,34.312,91.658,5.44,832.00,132367,4650,0,production,OP
04/15/12,NO 15/9-F-12 H,5599,15/9-F-12,3420717,VOLVE,369304,24.00,0.000,0.000,34.351,12.28,100.0000,34.351,91.473,5.48,827.00,131803,4653,0,production,OP
04/16/12,NO 15/9-F-12 H,5599,15/9-F-12,3420717,VOLVE,369304,24.00,0.000,0.000,34.350,12.26,100.0000,34.350,91.505,5.49,825.00,131303,4662,0,production,OP
04/17/12,NO 15/9-F-12 H,5599,15/9-F-12,3420717,VOLVE,369304,24.00,0.000,0.000,34.672,12.11,100.0000,34.672,90.106,5.82,822.00,130818,4658,0,production,OP
04/18/12,NO 15/9-F-12 H,5599,15/9-F-12,3420717,VOLVE,369304,24.00,0.000,0.000,34.506,12.12,100.0000,34.506,91.131,5.64,812.00,131860,4672,0,production,OP
04/19/12,NO 15/9-F-12 H,5599,15/9-F-12,3420717,VOLVE,369304,24.00,0.000,0.000,34.628,11.99,100.0000,34.628,90.186,5.77,811.00,131560,4718,0,production,OP
04/20/12,NO 15/9-F-12 H,5599,15/9-F-12,3420717,VOLVE,369304,24.00,0.000,0.000,34.777,11.89,100.0000,34.777,89.497,5.92,809.00,131576,4675,0,production,OP
04/21/12,NO 15/9-F-12 H,5599,15/9-F-12,3420717,VOLVE,369304,24.00,0.000,0.000,34.572,11.90,100.0000,34.572,90.513,5.71,821.00,132625,4752,0,production,OP
04/22/12,NO 15/9-F-12 H,5599,15/9-F-12,3420717,VOLVE,369304,24.00,0.000,0.000,34.528,11.92,100.0000,34.528,90.987,5.67,821.00,132650,4707,0,production,OP
04/23/12,NO 15/9-F-12 H,5599,15/9-F-12,3420717,VOLVE,369304,24.00,0.000,0.000,34.507,11.88,100.0000,34.507,90.483,5.64,816.00,131897,4723,0,production,OP
04/24/12,NO 15/9-F-12 H,5599,15/9-F-12,3420717,VOLVE,369304,24.00,0.000,0.000,34.431,11.90,100.0000,34.431,91.269,5.56,814.00,131577,4726,0,production,OP
04/25/12,NO 15/9-F-12 H,5599,15/9-F-12,3420717,VOLVE,369304,24.00,0.000,0.000,34.469,11.86,100.0000,34.469,91.005,5.60,814.00,131388,4774,0,production,OP
04/26/12,NO 15/9-F-12 H,5599,15/9-F-12,3420717,VOLVE,369304,24.00,0.000,0.000,34.348,11.78,100.0000,34.348,91.229,5.48,811.00,131334,4715,0,production,OP
04/27/12,NO 15/9-F-12 H,5599,15/9-F-12,3420717,VOLVE,369304,24.00,0.000,0.000,34.195,11.79,100.0000,34.195,91.714,5.33,806.00,130857,4731,0,production,OP
04/28/12,NO 15/9-F-12 H,5599,15/9-F-12,3420717,VOLVE,369304,14.29,0.000,0.000,34.318,11.69,61.4693,34.318,91.049,6.18,414.00,69288,2724,0,production,OP
04/29/12,NO 15/9-F-12 H,5599,15/9-F-12,3420717,VOLVE,369304,24.00,0.000,0.000,33.116,11.63,98.3203,33.116,91.227,4.20,707.00,116290,4631,0,production,OP
04/30/12,NO 15/9-F-12 H,5599,15/9-F-12,3420717,VOLVE,369304,24.00,0.000,0.000,33.535,11.87,97.7334,33.535,91.147,4.59,739.00,122088,4657,0,production,OP
05/01/12,NO 15/9-F-12 H,5599,15/9-F-12,3420717,VOLVE,369304,24.00,0.000,0.000,33.490,11.94,99.9172,33.490,91.516,4.53,752.00,121674,4691,0,production,OP
05/02/12,NO 15/9-F-12 H,5599,15/9-F-12,3420717,VOLVE,369304,24.00,0.000,0.000,33.605,11.95,100.0000,33.605,91.586,4.62,755.00,122667,4743,0,production,OP
05/03/12,NO 15/9-F-12 H,5599,15/9-F-12,3420717,VOLVE,369304,24.00,0.000,0.000,33.671,11.97,100.0000,33.671,91.699,4.66,751.00,121609,4619,0,production,OP
05/04/12,NO 15/9-F-12 H,5599,15/9-F-12,3420717,VOLVE,369304,24.00,0.000,0.000,33.731,11.86,100.0000,33.731,91.460,4.94,756.00,122248,4603,0,production,OP
05/05/12,NO 15/9-F-12 H,5599,15/9-F-12,3420717,VOLVE,369304,24.00,0.000,0.000,33.820,11.71,100.0000,33.820,91.031,4.81,758.00,123646,4603,0,production,OP
05/06/12,NO 15/9-F-12 H,5599,15/9-F-12,3420717,VOLVE,369304,24.00,0.000,0.000,33.830,11.74,100.0000,33.830,91.100,4.82,760.00,122522,4592,0,production,OP
05/07/12,NO 15/9-F-12 H,5599,15/9-F-12,3420717,VOLVE,369304,24.00,0.000,0.000,33.966,11.78,100.0000,33.966,91.046,4.96,716.00,115560,4526,0,production,OP
05/08/12,NO 15/9-F-12 H,5599,15/9-F-12,3420717,VOLVE,369304,24.00,0.000,0.000,34.235,11.60,100.0000,34.235,89.594,5.24,722.00,116729,4578,0,production,OP
05/09/12,NO 15/9-F-12 H,5599,15/9-F-12,3420717,VOLVE,369304,24.00,0.000,0.000,33.846,11.70,100.0000,33.846,91.366,4.79,722.00,116371,4609,0,production,OP
05/10/12,NO 15/9-F-12 H,5599,15/9-F-12,3420717,VOLVE,369304,24.00,0.000,0.000,33.962,11.64,100.0000,33.962,90.942,4.89,720.00,116322,4587,0,production,OP
05/11/12,NO 15/9-F-12 H,5599,15/9-F-12,3420717,VOLVE,369304,24.00,0.000,0.000,33.831,11.57,100.0000,33.831,91.208,4.76,719.00,116174,4521,0,production,OP
05/12/12,NO 15/9-F-12 H,5599,15/9-F-12,3420717,VOLVE,369304,24.00,0.000,0.000,33.923,11.57,100.0000,33.923,91.168,4.77,728.00,117694,4597,0,production,OP
05/13/12,NO 15/9-F-12 H,5599,15/9-F-12,3420717,VOLVE,369304,24.00,0.000,0.000,34.232,11.49,100.0000,34.232,88.824,5.18,728.00,117522,4589,0,production,OP
05/14/12,NO 15/9-F-12 H,5599,15/9-F-12,3420717,VOLVE,369304,24.00,0.000,0.000,34.175,11.40,100.0000,34.175,88.921,5.10,728.00,117475,4572,0,production,OP
05/15/12,NO 15/9-F-12 H,5599,15/9-F-12,3420717,VOLVE,369304,24.00,0.000,0.000,33.819,11.59,100.0000,33.819,91.460,4.74,726.00,117206,4544,0,production,OP
05/16/12,NO 15/9-F-12 H,5599,15/9-F-12,3420717,VOLVE,369304,24.00,0.000,0.000,33.945,11.50,100.0000,33.945,91.139,4.87,724.00,117383,4556,0,production,OP
