depth,hook_load_avg,wob_avg,rpm_surface_avg,torqueabs_avg,spp_avg,rop_inst,well_bore_code
0.164,48.02,-999.25,0,-11,324.67,-3278.3794,NO 15/9-F-1 C
0.164,48.02,-999.25,0,-11,324.67,-3278.3794,NO 15/9-F-1 C
0.164,47.89,-999.25,0,-11,323.88,-3278.3794,NO 15/9-F-1 C
0.164,48.25,-999.25,0,-8,325.07,-3278.3794,NO 15/9-F-1 C
0.164,48.25,-999.25,0,-8,325.07,-3278.3794,NO 15/9-F-1 C
0.164,48.25,-999.25,0,-11,318.31,-3278.3794,NO 15/9-F-1 C
0.164,47.53,-999.25,0,-6,318.31,-3278.3794,NO 15/9-F-1 C
0.164,47.53,-999.25,0,-6,318.31,-3278.3794,NO 15/9-F-1 C
0.164,48.25,-999.25,0,-8,322.68,-3278.3794,NO 15/9-F-1 C
0.164,48.23,-999.25,0,-6,327.46,-3278.3794,NO 15/9-F-1 C
0.164,48.23,-999.25,0,-6,327.46,-3278.3794,NO 15/9-F-1 C
0.164,48.82,-999.25,0,-6,327.46,-3278.3794,NO 15/9-F-1 C
0.164,48.82,-999.25,0,-9,335.81,-3278.3794,NO 15/9-F-1 C
0.164,48.82,-999.25,0,-9,339.79,-3278.3794,NO 15/9-F-1 C
0.164,48.02,-999.25,0,-9,339.79,-3278.3794,NO 15/9-F-1 C
0.164,47.78,-999.25,0,-9,346.15,-3278.3794,NO 15/9-F-1 C
0.164,47.78,-999.25,0,-9,346.15,-3278.3794,NO 15/9-F-1 C
0.164,47.78,-999.25,0,-9,346.15,-3278.3794,NO 15/9-F-1 C
0.164,48.31,-999.25,0,-6,351.32,-3278.3794,NO 15/9-F-1 C
0.164,48.31,-999.25,0,-6,360.08,-3278.3794,NO 15/9-F-1 C
0.164,48.21,-999.25,0,-6,360.08,-3278.3794,NO 15/9-F-1 C
0.164,47.72,-999.25,0,-9,360.08,-3278.3794,NO 15/9-F-1 C
0.164,47.72,-999.25,0,-9,356.89,-3278.3794,NO 15/9-F-1 C
0.164,48.38,-999.25,0,-6,356.89,-3278.3794,NO 15/9-F-1 C
0.164,48.38,-999.25,0,-9,356.89,-3278.3794,NO 15/9-F-1 C
0.164,48.63,-999.25,0,-9,348.54,-3278.3794,NO 15/9-F-1 C
0.164,48.63,-999.25,0,-9,348.54,-3278.3794,NO 15/9-F-1 C
0.164,48.04,-999.25,0,-8,348.94,-3278.3794,NO 15/9-F-1 C
0.164,48.04,-999.25,0,-8,348.94,-3278.3794,NO 15/9-F-1 C
0.164,48.04,-999.25,0,-8,348.94,-3278.3794,NO 15/9-F-1 C
0.164,48.19,-999.25,0,-8,337,-3278.3794,NO 15/9-F-1 C
0.164,47.97,-999.25,0,-8,337.4,-3278.3794,NO 15/9-F-1 C
0.164,47.97,-999.25,0,-8,337.4,-3278.3794,NO 15/9-F-1 C
0.164,47.97,-999.25,0,-9,337.4,-3278.3794,NO 15/9-F-1 C
0.164,48.38,-999.25,0,-4,329.45,-3278.3794,NO 15/9-F-1 C
0.164,48.82,-999.25,0,-4,325.47,-3278.3794,NO 15/9-F-1 C
0.164,48.82,-999.25,0,-4,325.47,-3278.3794,NO 15/9-F-1 C
0.164,48.55,-999.25,0,-8,325.47,-3278.3794,NO 15/9-F-1 C
0.164,48.55,-999.25,0,-6,329.45,-3278.3794,NO 15/9-F-1 C
0.164,48.55,-999.25,0,-6,329.45,-3278.3794,NO 15/9-F-1 C
0.164,47.89,-999.25,0,-6,333.42,-3278.3794,NO 15/9-F-1 C
0.164,48.46,-999.25,0,-9,335.81,-3278.3794,NO 15/9-F-1 C
0.164,48.46,-999.25,0,-9,335.81,-3278.3794,NO 15/9-F-1 C
0.164,48.46,-999.25,0,-9,344.96,-3278.3794,NO 15/9-F-1 C
0.164,48.1,-999.25,0,-11,344.96,-3278.3794,NO 15/9-F-1 C
0.164,48.19,-999.25,0,-11,350.53,-3278.3794,NO 15/9-F-1 C
0.164,48.19,-999.25,0,-11,350.53,-3278.3794,NO 15/9-F-1 C
0.164,47.82,-999.25,0,-8,356.1,-3278.3794,NO 15/9-F-1 C
0.164,47.82,-999.25,0,-8,356.1,-3278.3794,NO 15/9-F-1 C
0.164,47.82,-999.25,0,-8,356.1,-3278.3794,NO 15/9-F-1 C
0.164,48.29,-999.25,0,-9,354.11,-3278.3794,NO 15/9-F-1 C
0.164,48.72,-999.25,0,-9,356.5,-3278.3794,NO 15/9-F-1 C
0.164,48.72,-999.25,0,-9,356.5,-3278.3794,NO 15/9-F-1 C
0.164,48.72,-999.25,0,-6,356.5,-3278.3794,NO 15/9-F-1 C
0.164,48.04,-999.25,0,-6,377.98,-3278.3794,NO 15/9-F-1 C
0.164,48.06,-999.25,0,-8,388.72,-3278.3794,NO 15/9-F-1 C
0.164,48.06,-999.25,0,-8,388.72,-3278.3794,NO 15/9-F-1 C
0.164,48.06,-999.25,0,-11,388.72,-3278.3794,NO 15/9-F-1 C
0.164,48.04,-999.25,0,-8,398.26,-3278.3794,NO 15/9-F-1 C
0.164,48.04,-999.25,0,-8,398.26,-3278.3794,NO 15/9-F-1 C
0.164,48.04,-999.25,0,-6,409.8,-3278.3794,NO 15/9-F-1 C
0.164,48.27,-999.25,0,-8,412.19,-3278.3794,NO 15/9-F-1 C
0.164,48.27,-999.25,0,-8,412.19,-3278.3794,NO 15/9-F-1 C
0.164,48.63,-999.25,0,-8,414.97,-3278.3794,NO 15/9-F-1 C
0.164,48.25,-999.25,0,-8,414.97,-3278.3794,NO 15/9-F-1 C
0.164,48.25,-999.25,0,-8,414.97,-3278.3794,NO 15/9-F-1 C
0.164,48.25,-999.25,0,-6,416.96,-3278.3794,NO 15/9-F-1 C
0.164,48.21,-999.25,0,-6,414.57,-3278.3794,NO 15/9-F-1 C
0.164,48.21,-999.25,0,-6,414.57,-3278.3794,NO 15/9-F-1 C
0.164,48.21,-999.25,0,-6,414.57,-3278.3794,NO 15/9-F-1 C
0.164,48.1,-999.25,0,-9,418.55,-3278.3794,NO 15/9-F-1 C
0.164,48.1,-999.25,0,-9,418.55,-3278.3794,NO 15/9-F-1 C
0.164,48.1,-999.25,0,-8,412.98,-3278.3794,NO 15/9-F-1 C
0.164,47.93,-999.25,0,-8,407.81,-3278.3794,NO 15/9-F-1 C
0.164,47.93,-999.25,0,-8,407.81,-3278.3794,NO 15/9-F-1 C
0.164,47.99,-999.25,0,-8,407.81,-3278.3794,NO 15/9-F-1 C
